JournalCode	JournalLib	EcritureNum	EcritureDate	CompteNum	CompteLib	CompAuxNum	CompAuxLib	PieceRef	PieceDate	EcritureLib	Debit	Credit	EcritureLet	DateLet	ValidDate	Montantdevise	Idevise
BQ	Banque	BQ-2025-0007	20250120	512100	Banque			TVA-2412	20250120	TVA décembre 2024	0,00	96000,00			20250131		
VE	Ventes	VE-2025-0001	20250110	411000	Clients	C003	Menuiseries Chartier SAS	FA2025-0001	20250110	Facture FA2025-0001  Menuiseries Chartier SAS	576,00	0,00			20250131		
VE	Ventes	VE-2025-0001	20250110	706000	Prestations de services	C003	Menuiseries Chartier SAS	FA2025-0001	20250110	Facture FA2025-0001  Menuiseries Chartier SAS	0,00	480,00			20250131		
VE	Ventes	VE-2025-0001	20250110	445710	TVA collectée			FA2025-0001	20250110	Facture FA2025-0001  Menuiseries Chartier SAS	0,00	96,00			20250131		
VE	Ventes	VE-2025-0002	20250110	411000	Clients	C007	Atelier Lumière & Verre EURL	FA2025-0002	20250110	Facture FA2025-0002  Atelier Lumière & Verre EURL	8926,80	0,00			20250131		
VE	Ventes	VE-2025-0002	20250110	701000	Ventes de produits finis	C007	Atelier Lumière & Verre EURL	FA2025-0002	20250110	Facture FA2025-0002  Atelier Lumière & Verre EURL	0,00	7439,00			20250131		
VE	Ventes	VE-2025-0002	20250110	445710	TVA collectée			FA2025-0002	20250110	Facture FA2025-0002  Atelier Lumière & Verre EURL	0,00	1487,80			20250131		
VE	Ventes	VE-2025-0003	20250117	411000	Clients	C005	Façades Rhôdaniennes SARL	FA2025-0003	20250117	Facture FA2025-0003  Façades Rhôdaniennes SARL	23562,60	0,00			20250131		
VE	Ventes	VE-2025-0003	20250117	701000	Ventes de produits finis	C005	Façades Rhôdaniennes SARL	FA2025-0003	20250117	Facture FA2025-0003  Façades Rhôdaniennes SARL	0,00	19635,50			20250131		
VE	Ventes	VE-2025-0003	20250117	445710	TVA collectée			FA2025-0003	20250117	Facture FA2025-0003  Façades Rhôdaniennes SARL	0,00	3927,10			20250131		
VE	Ventes	VE-2025-0004	20250110	411000	Clients	C007	Atelier Lumière & Verre EURL	FA2025-0004	20250110	Facture FA2025-0004  Atelier Lumière & Verre EURL	576,00	0,00			20250131		
VE	Ventes	VE-2025-0004	20250110	706000	Prestations de services	C007	Atelier Lumière & Verre EURL	FA2025-0004	20250110	Facture FA2025-0004  Atelier Lumière & Verre EURL	0,00	480,00			20250131		
VE	Ventes	VE-2025-0004	20250110	445710	TVA collectée			FA2025-0004	20250110	Facture FA2025-0004  Atelier Lumière & Verre EURL	0,00	96,00			20250131		
VE	Ventes	VE-2025-0005	20250115	411000	Clients	C006	Constructions Peyrelle SAS	FA2025-0005	20250115	Facture FA2025-0005  Constructions Peyrelle SAS	18120,36	0,00			20250131		
VE	Ventes	VE-2025-0005	20250115	701000	Ventes de produits finis	C006	Constructions Peyrelle SAS	FA2025-0005	20250115	Facture FA2025-0005  Constructions Peyrelle SAS	0,00	15100,30			20250131		
VE	Ventes	VE-2025-0005	20250115	445710	TVA collectée			FA2025-0005	20250115	Facture FA2025-0005  Constructions Peyrelle SAS	0,00	3020,06			20250131		
VE	Ventes	VE-2025-0006	20250120	411000	Clients	C006	Constructions Peyrelle SAS	FA2025-0006	20250120	Facture FA2025-0006  Constructions Peyrelle SAS	7904,64	0,00			20250131		
VE	Ventes	VE-2025-0006	20250120	701000	Ventes de produits finis	C006	Constructions Peyrelle SAS	FA2025-0006	20250120	Facture FA2025-0006  Constructions Peyrelle SAS	0,00	6587,20			20250131		
VE	Ventes	VE-2025-0006	20250120	445710	TVA collectée			FA2025-0006	20250120	Facture FA2025-0006  Constructions Peyrelle SAS	0,00	1317,44			20250131		
VE	Ventes	VE-2025-0007	20250113	411000	Clients	C001	Bâtiplace SARL	FA2025-0007	20250113	Facture FA2025-0007  Bâtiplace SARL	25206,96	0,00			20250131		
VE	Ventes	VE-2025-0007	20250113	701000	Ventes de produits finis	C001	Bâtiplace SARL	FA2025-0007	20250113	Facture FA2025-0007  Bâtiplace SARL	0,00	21005,80			20250131		
VE	Ventes	VE-2025-0007	20250113	445710	TVA collectée			FA2025-0007	20250113	Facture FA2025-0007  Bâtiplace SARL	0,00	4201,16			20250131		
VE	Ventes	VE-2025-0008	20250108	411000	Clients	C004	Groupe Immovance SA	FA2025-0008	20250108	Facture FA2025-0008  Groupe Immovance SA	9107,52	0,00			20250131		
VE	Ventes	VE-2025-0008	20250108	701000	Ventes de produits finis	C004	Groupe Immovance SA	FA2025-0008	20250108	Facture FA2025-0008  Groupe Immovance SA	0,00	7589,60			20250131		
VE	Ventes	VE-2025-0008	20250108	445710	TVA collectée			FA2025-0008	20250108	Facture FA2025-0008  Groupe Immovance SA	0,00	1517,92			20250131		
VE	Ventes	VE-2025-0009	20250116	411000	Clients	C001	Bâtiplace SARL	FA2025-0009	20250116	Facture FA2025-0009  Bâtiplace SARL	11114,88	0,00			20250131		
VE	Ventes	VE-2025-0009	20250116	701000	Ventes de produits finis	C001	Bâtiplace SARL	FA2025-0009	20250116	Facture FA2025-0009  Bâtiplace SARL	0,00	9262,40			20250131		
VE	Ventes	VE-2025-0009	20250116	445710	TVA collectée			FA2025-0009	20250116	Facture FA2025-0009  Bâtiplace SARL	0,00	1852,48			20250131		
VE	Ventes	VE-2025-0010	20250116	411000	Clients	C009	Négoce Vitrages Réunis SARL	FA2025-0010	20250116	Facture FA2025-0010  Négoce Vitrages Réunis SARL	16905,00	0,00			20250131		
VE	Ventes	VE-2025-0010	20250116	701000	Ventes de produits finis	C009	Négoce Vitrages Réunis SARL	FA2025-0010	20250116	Facture FA2025-0010  Négoce Vitrages Réunis SARL	0,00	14087,50			20250131		
VE	Ventes	VE-2025-0010	20250116	445710	TVA collectée			FA2025-0010	20250116	Facture FA2025-0010  Négoce Vitrages Réunis SARL	0,00	2817,50			20250131		
VE	Ventes	VE-2025-0011	20250121	411000	Clients	C003	Menuiseries Chartier SAS	FA2025-0011	20250121	Facture FA2025-0011  Menuiseries Chartier SAS	5728,80	0,00			20250131		
VE	Ventes	VE-2025-0011	20250121	706000	Prestations de services	C003	Menuiseries Chartier SAS	FA2025-0011	20250121	Facture FA2025-0011  Menuiseries Chartier SAS	0,00	4774,00			20250131		
VE	Ventes	VE-2025-0011	20250121	445710	TVA collectée			FA2025-0011	20250121	Facture FA2025-0011  Menuiseries Chartier SAS	0,00	954,80			20250131		
VE	Ventes	VE-2025-0012	20250116	411000	Clients	C002	Verrería del Sur SL	FA2025-0012	20250116	Facture FA2025-0012  Verrería del Sur SL	576,00	0,00			20250131		
VE	Ventes	VE-2025-0012	20250116	706000	Prestations de services	C002	Verrería del Sur SL	FA2025-0012	20250116	Facture FA2025-0012  Verrería del Sur SL	0,00	480,00			20250131		
VE	Ventes	VE-2025-0012	20250116	445710	TVA collectée			FA2025-0012	20250116	Facture FA2025-0012  Verrería del Sur SL	0,00	96,00			20250131		
VE	Ventes	VE-2025-0013	20250109	411000	Clients	C011	Serres & Vérandas Alpines SAS	FA2025-0013	20250109	Facture FA2025-0013  Serres & Vérandas Alpines SAS	5954,40	0,00			20250131		
VE	Ventes	VE-2025-0013	20250109	701000	Ventes de produits finis	C011	Serres & Vérandas Alpines SAS	FA2025-0013	20250109	Facture FA2025-0013  Serres & Vérandas Alpines SAS	0,00	4962,00			20250131		
VE	Ventes	VE-2025-0013	20250109	445710	TVA collectée			FA2025-0013	20250109	Facture FA2025-0013  Serres & Vérandas Alpines SAS	0,00	992,40			20250131		
VE	Ventes	VE-2025-0014	20250121	411000	Clients	C004	Groupe Immovance SA	FA2025-0014	20250121	Facture FA2025-0014  Groupe Immovance SA	17595,00	0,00			20250131		
VE	Ventes	VE-2025-0014	20250121	701000	Ventes de produits finis	C004	Groupe Immovance SA	FA2025-0014	20250121	Facture FA2025-0014  Groupe Immovance SA	0,00	14662,50			20250131		
VE	Ventes	VE-2025-0014	20250121	445710	TVA collectée			FA2025-0014	20250121	Facture FA2025-0014  Groupe Immovance SA	0,00	2932,50			20250131		
VE	Ventes	VE-2025-0015	20250120	411000	Clients	C002	Verrería del Sur SL	FA2025-0015	20250120	Facture FA2025-0015  Verrería del Sur SL	14145,00	0,00			20250131		
VE	Ventes	VE-2025-0015	20250120	701000	Ventes de produits finis	C002	Verrería del Sur SL	FA2025-0015	20250120	Facture FA2025-0015  Verrería del Sur SL	0,00	11787,50			20250131		
VE	Ventes	VE-2025-0015	20250120	445710	TVA collectée			FA2025-0015	20250120	Facture FA2025-0015  Verrería del Sur SL	0,00	2357,50			20250131		
VE	Ventes	VE-2025-0016	20250120	411000	Clients	C004	Groupe Immovance SA	FA2025-0016	20250120	Facture FA2025-0016  Groupe Immovance SA	16560,00	0,00			20250131		
VE	Ventes	VE-2025-0016	20250120	701000	Ventes de produits finis	C004	Groupe Immovance SA	FA2025-0016	20250120	Facture FA2025-0016  Groupe Immovance SA	0,00	13800,00			20250131		
VE	Ventes	VE-2025-0016	20250120	445710	TVA collectée			FA2025-0016	20250120	Facture FA2025-0016  Groupe Immovance SA	0,00	2760,00			20250131		
VE	Ventes	VE-2025-0017	20250120	411000	Clients	C011	Serres & Vérandas Alpines SAS	FA2025-0017	20250120	Facture FA2025-0017  Serres & Vérandas Alpines SAS	17940,00	0,00			20250131		
VE	Ventes	VE-2025-0017	20250120	701000	Ventes de produits finis	C011	Serres & Vérandas Alpines SAS	FA2025-0017	20250120	Facture FA2025-0017  Serres & Vérandas Alpines SAS	0,00	14950,00			20250131		
VE	Ventes	VE-2025-0017	20250120	445710	TVA collectée			FA2025-0017	20250120	Facture FA2025-0017  Serres & Vérandas Alpines SAS	0,00	2990,00			20250131		
VE	Ventes	VE-2025-0018	20250103	411000	Clients	C011	Serres & Vérandas Alpines SAS	FA2025-0018	20250103	Facture FA2025-0018  Serres & Vérandas Alpines SAS	6228,00	0,00			20250131		
VE	Ventes	VE-2025-0018	20250103	701000	Ventes de produits finis	C011	Serres & Vérandas Alpines SAS	FA2025-0018	20250103	Facture FA2025-0018  Serres & Vérandas Alpines SAS	0,00	5190,00			20250131		
VE	Ventes	VE-2025-0018	20250103	445710	TVA collectée			FA2025-0018	20250103	Facture FA2025-0018  Serres & Vérandas Alpines SAS	0,00	1038,00			20250131		
VE	Ventes	VE-2025-0019	20250117	411000	Clients	C007	Atelier Lumière & Verre EURL	FA2025-0019	20250117	Facture FA2025-0019  Atelier Lumière & Verre EURL	7369,80	0,00			20250131		
VE	Ventes	VE-2025-0019	20250117	701000	Ventes de produits finis	C007	Atelier Lumière & Verre EURL	FA2025-0019	20250117	Facture FA2025-0019  Atelier Lumière & Verre EURL	0,00	6141,50			20250131		
VE	Ventes	VE-2025-0019	20250117	445710	TVA collectée			FA2025-0019	20250117	Facture FA2025-0019  Atelier Lumière & Verre EURL	0,00	1228,30			20250131		
VE	Ventes	VE-2025-0020	20250114	411000	Clients	C006	Constructions Peyrelle SAS	FA2025-0020	20250114	Facture FA2025-0020  Constructions Peyrelle SAS	1104,00	0,00			20250131		
VE	Ventes	VE-2025-0020	20250114	706000	Prestations de services	C006	Constructions Peyrelle SAS	FA2025-0020	20250114	Facture FA2025-0020  Constructions Peyrelle SAS	0,00	920,00			20250131		
VE	Ventes	VE-2025-0020	20250114	445710	TVA collectée			FA2025-0020	20250114	Facture FA2025-0020  Constructions Peyrelle SAS	0,00	184,00			20250131		
VE	Ventes	VE-2025-0021	20250103	411000	Clients	C001	Bâtiplace SARL	FA2025-0021	20250103	Facture FA2025-0021  Bâtiplace SARL	576,00	0,00			20250131		
VE	Ventes	VE-2025-0021	20250103	706000	Prestations de services	C001	Bâtiplace SARL	FA2025-0021	20250103	Facture FA2025-0021  Bâtiplace SARL	0,00	480,00			20250131		
VE	Ventes	VE-2025-0021	20250103	445710	TVA collectée			FA2025-0021	20250103	Facture FA2025-0021  Bâtiplace SARL	0,00	96,00			20250131		
VE	Ventes	VE-2025-0022	20250102	411000	Clients	C012	Tertiaire Bâtir SAS	FA2025-0022	20250102	Facture FA2025-0022  Tertiaire Bâtir SAS	9623,04	0,00			20250131		
VE	Ventes	VE-2025-0022	20250102	701000	Ventes de produits finis	C012	Tertiaire Bâtir SAS	FA2025-0022	20250102	Facture FA2025-0022  Tertiaire Bâtir SAS	0,00	8019,20			20250131		
VE	Ventes	VE-2025-0022	20250102	445710	TVA collectée			FA2025-0022	20250102	Facture FA2025-0022  Tertiaire Bâtir SAS	0,00	1603,84			20250131		
VE	Ventes	VE-2025-0023	20250113	411000	Clients	C010	Promoteurs du Forez SA	FA2025-0023	20250113	Facture FA2025-0023  Promoteurs du Forez SA	3868,80	0,00			20250131		
VE	Ventes	VE-2025-0023	20250113	706000	Prestations de services	C010	Promoteurs du Forez SA	FA2025-0023	20250113	Facture FA2025-0023  Promoteurs du Forez SA	0,00	3224,00			20250131		
VE	Ventes	VE-2025-0023	20250113	445710	TVA collectée			FA2025-0023	20250113	Facture FA2025-0023  Promoteurs du Forez SA	0,00	644,80			20250131		
VE	Ventes	VE-2025-0024	20250109	411000	Clients	C002	Verrería del Sur SL	FA2025-0024	20250109	Facture FA2025-0024  Verrería del Sur SL	22682,88	0,00			20250131		
VE	Ventes	VE-2025-0024	20250109	701000	Ventes de produits finis	C002	Verrería del Sur SL	FA2025-0024	20250109	Facture FA2025-0024  Verrería del Sur SL	0,00	18902,40			20250131		
VE	Ventes	VE-2025-0024	20250109	445710	TVA collectée			FA2025-0024	20250109	Facture FA2025-0024  Verrería del Sur SL	0,00	3780,48			20250131		
VE	Ventes	VE-2025-0025	20250103	411000	Clients	C011	Serres & Vérandas Alpines SAS	FA2025-0025	20250103	Facture FA2025-0025  Serres & Vérandas Alpines SAS	576,00	0,00			20250131		
VE	Ventes	VE-2025-0025	20250103	706000	Prestations de services	C011	Serres & Vérandas Alpines SAS	FA2025-0025	20250103	Facture FA2025-0025  Serres & Vérandas Alpines SAS	0,00	480,00			20250131		
VE	Ventes	VE-2025-0025	20250103	445710	TVA collectée			FA2025-0025	20250103	Facture FA2025-0025  Serres & Vérandas Alpines SAS	0,00	96,00			20250131		
VE	Ventes	VE-2025-0026	20250107	411000	Clients	C007	Atelier Lumière & Verre EURL	FA2025-0026	20250107	Facture FA2025-0026  Atelier Lumière & Verre EURL	11341,44	0,00			20250131		
VE	Ventes	VE-2025-0026	20250107	701000	Ventes de produits finis	C007	Atelier Lumière & Verre EURL	FA2025-0026	20250107	Facture FA2025-0026  Atelier Lumière & Verre EURL	0,00	9451,20			20250131		
VE	Ventes	VE-2025-0026	20250107	445710	TVA collectée			FA2025-0026	20250107	Facture FA2025-0026  Atelier Lumière & Verre EURL	0,00	1890,24			20250131		
VE	Ventes	VE-2025-0027	20250117	411000	Clients	C011	Serres & Vérandas Alpines SAS	FA2025-0027	20250117	Facture FA2025-0027  Serres & Vérandas Alpines SAS	6100,80	0,00			20250131		
VE	Ventes	VE-2025-0027	20250117	706000	Prestations de services	C011	Serres & Vérandas Alpines SAS	FA2025-0027	20250117	Facture FA2025-0027  Serres & Vérandas Alpines SAS	0,00	5084,00			20250131		
VE	Ventes	VE-2025-0027	20250117	445710	TVA collectée			FA2025-0027	20250117	Facture FA2025-0027  Serres & Vérandas Alpines SAS	0,00	1016,80			20250131		
VE	Ventes	VE-2025-0028	20250113	411000	Clients	C006	Constructions Peyrelle SAS	FA2025-0028	20250113	Facture FA2025-0028  Constructions Peyrelle SAS	20033,40	0,00			20250131		
VE	Ventes	VE-2025-0028	20250113	701000	Ventes de produits finis	C006	Constructions Peyrelle SAS	FA2025-0028	20250113	Facture FA2025-0028  Constructions Peyrelle SAS	0,00	16694,50			20250131		
VE	Ventes	VE-2025-0028	20250113	445710	TVA collectée			FA2025-0028	20250113	Facture FA2025-0028  Constructions Peyrelle SAS	0,00	3338,90			20250131		
VE	Ventes	VE-2025-0029	20250114	411000	Clients	C002	Verrería del Sur SL	FA2025-0029	20250114	Facture FA2025-0029  Verrería del Sur SL	1104,00	0,00			20250131		
VE	Ventes	VE-2025-0029	20250114	706000	Prestations de services	C002	Verrería del Sur SL	FA2025-0029	20250114	Facture FA2025-0029  Verrería del Sur SL	0,00	920,00			20250131		
VE	Ventes	VE-2025-0029	20250114	445710	TVA collectée			FA2025-0029	20250114	Facture FA2025-0029  Verrería del Sur SL	0,00	184,00			20250131		
VE	Ventes	VE-2025-0030	20250117	411000	Clients	C010	Promoteurs du Forez SA	FA2025-0030	20250117	Facture FA2025-0030  Promoteurs du Forez SA	3105,00	0,00			20250131		
VE	Ventes	VE-2025-0030	20250117	701000	Ventes de produits finis	C010	Promoteurs du Forez SA	FA2025-0030	20250117	Facture FA2025-0030  Promoteurs du Forez SA	0,00	2587,50			20250131		
VE	Ventes	VE-2025-0030	20250117	445710	TVA collectée			FA2025-0030	20250117	Facture FA2025-0030  Promoteurs du Forez SA	0,00	517,50			20250131		
VE	Ventes	VE-2025-0031	20250110	411000	Clients	C010	Promoteurs du Forez SA	FA2025-0031	20250110	Facture FA2025-0031  Promoteurs du Forez SA	10916,40	0,00			20250131		
VE	Ventes	VE-2025-0031	20250110	701000	Ventes de produits finis	C010	Promoteurs du Forez SA	FA2025-0031	20250110	Facture FA2025-0031  Promoteurs du Forez SA	0,00	9097,00			20250131		
VE	Ventes	VE-2025-0031	20250110	445710	TVA collectée			FA2025-0031	20250110	Facture FA2025-0031  Promoteurs du Forez SA	0,00	1819,40			20250131		
VE	Ventes	VE-2025-0032	20250110	411000	Clients	C012	Tertiaire Bâtir SAS	FA2025-0032	20250110	Facture FA2025-0032  Tertiaire Bâtir SAS	1104,00	0,00			20250131		
VE	Ventes	VE-2025-0032	20250110	706000	Prestations de services	C012	Tertiaire Bâtir SAS	FA2025-0032	20250110	Facture FA2025-0032  Tertiaire Bâtir SAS	0,00	920,00			20250131		
VE	Ventes	VE-2025-0032	20250110	445710	TVA collectée			FA2025-0032	20250110	Facture FA2025-0032  Tertiaire Bâtir SAS	0,00	184,00			20250131		
VE	Ventes	VE-2025-0033	20250106	411000	Clients	C003	Menuiseries Chartier SAS	FA2025-0033	20250106	Facture FA2025-0033  Menuiseries Chartier SAS	8420,16	0,00			20250131		
VE	Ventes	VE-2025-0033	20250106	701000	Ventes de produits finis	C003	Menuiseries Chartier SAS	FA2025-0033	20250106	Facture FA2025-0033  Menuiseries Chartier SAS	0,00	7016,80			20250131		
VE	Ventes	VE-2025-0033	20250106	445710	TVA collectée			FA2025-0033	20250106	Facture FA2025-0033  Menuiseries Chartier SAS	0,00	1403,36			20250131		
VE	Ventes	VE-2025-0034	20250123	411000	Clients	C012	Tertiaire Bâtir SAS	FA2025-0034	20250123	Facture FA2025-0034  Tertiaire Bâtir SAS	576,00	0,00			20250131		
VE	Ventes	VE-2025-0034	20250123	706000	Prestations de services	C012	Tertiaire Bâtir SAS	FA2025-0034	20250123	Facture FA2025-0034  Tertiaire Bâtir SAS	0,00	480,00			20250131		
VE	Ventes	VE-2025-0034	20250123	445710	TVA collectée			FA2025-0034	20250123	Facture FA2025-0034  Tertiaire Bâtir SAS	0,00	96,00			20250131		
VE	Ventes	VE-2025-0035	20250124	411000	Clients	C001	Bâtiplace SARL	FA2025-0035	20250124	Facture FA2025-0035  Bâtiplace SARL	17230,80	0,00			20250131		
VE	Ventes	VE-2025-0035	20250124	701000	Ventes de produits finis	C001	Bâtiplace SARL	FA2025-0035	20250124	Facture FA2025-0035  Bâtiplace SARL	0,00	14359,00			20250131		
VE	Ventes	VE-2025-0035	20250124	445710	TVA collectée			FA2025-0035	20250124	Facture FA2025-0035  Bâtiplace SARL	0,00	2871,80			20250131		
VE	Ventes	VE-2025-0036	20250108	411000	Clients	C002	Verrería del Sur SL	FA2025-0036	20250108	Facture FA2025-0036  Verrería del Sur SL	1104,00	0,00			20250131		
VE	Ventes	VE-2025-0036	20250108	706000	Prestations de services	C002	Verrería del Sur SL	FA2025-0036	20250108	Facture FA2025-0036  Verrería del Sur SL	0,00	920,00			20250131		
VE	Ventes	VE-2025-0036	20250108	445710	TVA collectée			FA2025-0036	20250108	Facture FA2025-0036  Verrería del Sur SL	0,00	184,00			20250131		
VE	Ventes	VE-2025-0037	20250103	411000	Clients	C004	Groupe Immovance SA	FA2025-0037	20250103	Facture FA2025-0037  Groupe Immovance SA	1104,00	0,00			20250131		
VE	Ventes	VE-2025-0037	20250103	706000	Prestations de services	C004	Groupe Immovance SA	FA2025-0037	20250103	Facture FA2025-0037  Groupe Immovance SA	0,00	920,00			20250131		
VE	Ventes	VE-2025-0037	20250103	445710	TVA collectée			FA2025-0037	20250103	Facture FA2025-0037  Groupe Immovance SA	0,00	184,00			20250131		
VE	Ventes	VE-2025-0038	20250116	411000	Clients	C009	Négoce Vitrages Réunis SARL	FA2025-0038	20250116	Facture FA2025-0038  Négoce Vitrages Réunis SARL	1104,00	0,00			20250131		
VE	Ventes	VE-2025-0038	20250116	706000	Prestations de services	C009	Négoce Vitrages Réunis SARL	FA2025-0038	20250116	Facture FA2025-0038  Négoce Vitrages Réunis SARL	0,00	920,00			20250131		
VE	Ventes	VE-2025-0038	20250116	445710	TVA collectée			FA2025-0038	20250116	Facture FA2025-0038  Négoce Vitrages Réunis SARL	0,00	184,00			20250131		
VE	Ventes	VE-2025-0039	20250123	411000	Clients	C001	Bâtiplace SARL	FA2025-0039	20250123	Facture FA2025-0039  Bâtiplace SARL	18548,40	0,00			20250131		
VE	Ventes	VE-2025-0039	20250123	701000	Ventes de produits finis	C001	Bâtiplace SARL	FA2025-0039	20250123	Facture FA2025-0039  Bâtiplace SARL	0,00	15457,00			20250131		
VE	Ventes	VE-2025-0039	20250123	445710	TVA collectée			FA2025-0039	20250123	Facture FA2025-0039  Bâtiplace SARL	0,00	3091,40			20250131		
VE	Ventes	VE-2025-0040	20250113	411000	Clients	C009	Négoce Vitrages Réunis SARL	FA2025-0040	20250113	Facture FA2025-0040  Négoce Vitrages Réunis SARL	18558,72	0,00			20250131		
VE	Ventes	VE-2025-0040	20250113	701000	Ventes de produits finis	C009	Négoce Vitrages Réunis SARL	FA2025-0040	20250113	Facture FA2025-0040  Négoce Vitrages Réunis SARL	0,00	15465,60			20250131		
VE	Ventes	VE-2025-0040	20250113	445710	TVA collectée			FA2025-0040	20250113	Facture FA2025-0040  Négoce Vitrages Réunis SARL	0,00	3093,12			20250131		
VE	Ventes	VE-2025-0041	20250106	411000	Clients	C004	Groupe Immovance SA	FA2025-0041	20250106	Facture FA2025-0041  Groupe Immovance SA	2283,60	0,00			20250131		
